S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 566.93, 0, 89000, 2, 0.00637, 500
86669.4, 273.317, 370.52, 154.509, 50, 1482.3, 525.029, 0, 89000, 2, 0.00637, 500
86596.3, 291.694, 348.319, 143.871, 96.4286, 1523.37, 492.19, 0, 89000, 2, 0.00637, 500
86527.9, 301.769, 334.276, 136.096, 134.541, 1565.41, 470.373, 0, 89000, 2, 0.00637, 500
86462.6, 306.745, 321.647, 134.481, 165.931, 1608.62, 456.128, 0, 89000, 2, 0.00637, 500
86399.3, 308.699, 311.616, 129.28, 198.079, 1653.05, 440.897, 0, 89000, 2, 0.00637, 500
86338.1, 308.104, 302.576, 124.568, 227.93, 1698.69, 427.144, 0, 89000, 2, 0.00637, 500
86278.9, 305.679, 302.098, 118.156, 249.649, 1745.49, 420.254, 0, 89000, 2, 0.00637, 500
86220.7, 302.744, 294.315, 115.057, 273.817, 1793.34, 409.372, 0, 89000, 2, 0.00637, 500
86164.1, 298.85, 286.676, 109.004, 299.259, 1842.14, 395.68, 0, 89000, 2, 0.00637, 500
86109.4, 293.805, 280.038, 109.149, 315.883, 1891.77, 389.187, 0, 89000, 2, 0.00637, 500
86055.6, 288.836, 272.168, 104.981, 336.32, 1942.14, 377.149, 0, 89000, 2, 0.00637, 500
86003.5, 283.165, 267.165, 100.812, 352.297, 1993.1, 367.977, 0, 89000, 2, 0.00637, 500
85952.7, 277.33, 259.725, 97.6013, 368.133, 2044.55, 357.326, 0, 89000, 2, 0.00637, 500
85903.4, 271.163, 252.999, 98.2696, 377.838, 2096.36, 351.269, 0, 89000, 2, 0.00637, 500
85854.9, 265.366, 245.891, 98.5201, 386.85, 2148.44, 344.411, 0, 89000, 2, 0.00637, 500
85807.5, 259.755, 240.478, 98.4049, 393.217, 2200.68, 338.883, 0, 89000, 2, 0.00637, 500
85760.8, 254.48, 232.667, 95.9613, 403.13, 2252.97, 328.628, 0, 89000, 2, 0.00637, 500
85715.6, 248.822, 218.675, 94.3757, 417.335, 2305.24, 313.051, 0, 89000, 2, 0.00637, 500
85672.5, 242.129, 215.89, 90.5639, 421.526, 2357.41, 306.454, 0, 89000, 2, 0.00637, 500
85630.3, 235.845, 216.368, 90.6227, 417.417, 2409.41, 306.99, 0, 89000, 2, 0.00637, 500
85588.1, 230.872, 212.931, 87.3004, 419.601, 2461.15, 300.232, 0, 89000, 2, 0.00637, 500
85546.9, 225.943, 211.044, 83.9169, 419.63, 2512.57, 294.961, 0, 89000, 2, 0.00637, 500
85506.4, 221.257, 211.601, 82.4795, 414.656, 2563.61, 294.081, 0, 89000, 2, 0.00637, 500
85466, 217.368, 202.463, 76.8635, 423.038, 2614.23, 279.326, 0, 89000, 2, 0.00637, 500
85427.7, 212.214, 192.433, 76.4153, 426.821, 2664.4, 268.848, 0, 89000, 2, 0.00637, 500
85390.9, 206.636, 187.397, 72.6899, 428.334, 2714.09, 260.087, 0, 89000, 2, 0.00637, 500
85355.2, 200.958, 182.941, 73.8959, 423.738, 2763.27, 256.837, 0, 89000, 2, 0.00637, 500
85320, 195.954, 172.008, 72.6751, 427.471, 2811.88, 244.683, 0, 89000, 2, 0.00637, 500
85286.5, 190.273, 170.155, 70.2413, 422.938, 2859.89, 240.397, 0, 89000, 2, 0.00637, 500
85253.6, 185.128, 165.639, 63.6404, 424.728, 2907.27, 229.28, 0, 89000, 2, 0.00637, 500
86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 566.93, 1, 89000, 2, 0.00637, 500
86669.4, 273.317, 369.52, 156.509, 49, 1482.3, 526.029, 1, 89000, 2, 0.00637, 500
86596.2, 291.833, 348.39, 146.729, 93.5, 1523.37, 495.119, 1, 89000, 2, 0.00637, 500
86527.4, 302.287, 339.362, 136.758, 128.821, 1565.41, 476.12, 1, 89000, 2, 0.00637, 500
86461.2, 307.957, 329.442, 130.127, 162.62, 1608.62, 459.569, 1, 89000, 2, 0.00637, 500
86397.5, 310.146, 319.024, 121.309, 199.004, 1653.06, 440.334, 1, 89000, 2, 0.00637, 500
86336.4, 309.182, 315.657, 115.253, 224.79, 1698.73, 430.91, 1, 89000, 2, 0.00637, 500
86276.7, 307.062, 306.396, 114.572, 249.733, 1745.57, 420.967, 1, 89000, 2, 0.00637, 500
86218.4, 303.947, 300.499, 109.812, 273.895, 1793.47, 410.311, 1, 89000, 2, 0.00637, 500
86161.6, 299.942, 286.587, 115.205, 294.331, 1842.35, 401.792, 1, 89000, 2, 0.00637, 500
86106, 295.522, 280.109, 110.972, 315.308, 1892.07, 391.081, 1, 89000, 2, 0.00637, 500
86052, 290.469, 279.474, 108.777, 326.786, 1942.53, 388.251, 1, 89000, 2, 0.00637, 500
85998.3, 286.003, 266.177, 108.435, 347.444, 1993.6, 374.613, 1, 89000, 2, 0.00637, 500
85946.6, 280.513, 265.205, 106.85, 355.626, 2045.18, 372.055, 1, 89000, 2, 0.00637, 500
85895.3, 275.738, 256.534, 108.049, 367.224, 2097.15, 364.583, 1, 89000, 2, 0.00637, 500
85845, 270.857, 248.813, 105.875, 379.994, 2149.42, 354.689, 1, 89000, 2, 0.00637, 500
85796.2, 265.559, 243.961, 98.5643, 393.852, 2201.9, 342.525, 1, 89000, 2, 0.00637, 500
85749, 259.618, 237.713, 94.4575, 404.719, 2254.5, 332.171, 1, 89000, 2, 0.00637, 500
85703.3, 253.414, 232.08, 92.2876, 411.811, 2307.14, 324.368, 1, 89000, 2, 0.00637, 500
85658.7, 247.353, 227.981, 90.9005, 415.396, 2359.72, 318.882, 1, 89000, 2, 0.00637, 500
85614.8, 241.727, 222.326, 89.2488, 419.725, 2412.17, 311.575, 1, 89000, 2, 0.00637, 500
85572, 236.199, 216.287, 84.3775, 426.744, 2464.4, 300.665, 1, 89000, 2, 0.00637, 500
85530.7, 230.257, 210.906, 82.5224, 429.263, 2516.36, 293.429, 1, 89000, 2, 0.00637, 500
85490.4, 224.49, 205.077, 82.4434, 429.601, 2567.98, 287.521, 1, 89000, 2, 0.00637, 500
85451, 219.047, 197.858, 83.024, 429.915, 2619.21, 280.882, 1, 89000, 2, 0.00637, 500
85412.4, 213.763, 192.391, 75.2365, 436.207, 2669.98, 267.628, 1, 89000, 2, 0.00637, 500
85375.7, 207.702, 187.576, 74.6882, 434.049, 2720.25, 262.264, 1, 89000, 2, 0.00637, 500
85339.8, 202.102, 181.256, 74.8155, 432.046, 2769.99, 256.071, 1, 89000, 2, 0.00637, 500
85304.7, 196.759, 176.603, 73.5976, 429.185, 2819.14, 250.201, 1, 89000, 2, 0.00637, 500
85270.5, 191.666, 170.535, 71.1462, 428.529, 2867.67, 241.681, 1, 89000, 2, 0.00637, 500
85237.4, 186.412, 166.187, 70.5643, 423.92, 2915.54, 236.752, 1, 89000, 2, 0.00637, 500
86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 566.93, 2, 89000, 2, 0.00637, 500
86669.4, 273.317, 366.52, 152.509, 56, 1482.3, 519.029, 2, 89000, 2, 0.00637, 500
86597.2, 290.859, 347.605, 143.014, 98, 1523.37, 490.619, 2, 89000, 2, 0.00637, 500
86529, 300.883, 334.496, 135.25, 135, 1565.41, 469.746, 2, 89000, 2, 0.00637, 500
86463.7, 305.95, 326.727, 124.643, 170.357, 1608.61, 451.37, 2, 89000, 2, 0.00637, 500
86401.1, 307.404, 317.222, 119.097, 202.189, 1653.02, 436.319, 2, 89000, 2, 0.00637, 500
86340.6, 306.434, 301.6, 123.034, 229.747, 1698.63, 424.634, 2, 89000, 2, 0.00637, 500
86281.7, 303.997, 292.958, 124.632, 251.336, 1745.37, 417.59, 2, 89000, 2, 0.00637, 500
86223.9, 301.031, 279.592, 125.969, 276.384, 1793.15, 405.562, 2, 89000, 2, 0.00637, 500
86167.7, 296.955, 273.766, 128.033, 291.642, 1841.86, 401.799, 2, 89000, 2, 0.00637, 500
86112.2, 293.137, 265.785, 123.706, 313.81, 1891.39, 389.49, 2, 89000, 2, 0.00637, 500
86058.3, 288.346, 261.839, 117.458, 332.395, 1941.63, 379.297, 2, 89000, 2, 0.00637, 500
86005.9, 283.071, 262.505, 114.369, 341.653, 1992.46, 376.873, 2, 89000, 2, 0.00637, 500
85953.9, 278.485, 252.384, 115.184, 356.249, 2043.78, 367.568, 2, 89000, 2, 0.00637, 500
85903.2, 273.5, 250.345, 107.665, 369.803, 2095.48, 358.01, 2, 89000, 2, 0.00637, 500
85853.8, 268.165, 245.753, 102.385, 382.388, 2147.47, 348.138, 2, 89000, 2, 0.00637, 500
85805.9, 262.508, 234.742, 101.162, 396.075, 2199.65, 335.904, 2, 89000, 2, 0.00637, 500
85759.6, 256.27, 231.726, 95.6863, 404.784, 2251.94, 327.412, 2, 89000, 2, 0.00637, 500
85714.5, 250.087, 227.052, 94.2278, 409.871, 2304.24, 321.28, 2, 89000, 2, 0.00637, 500
85670.3, 244.272, 224.846, 88.5024, 415.594, 2356.46, 313.349, 2, 89000, 2, 0.00637, 500
85627.2, 238.507, 216.984, 87.8371, 420.909, 2408.53, 304.821, 2, 89000, 2, 0.00637, 500
85585.3, 232.701, 212.876, 86.8735, 421.844, 2460.37, 299.749, 2, 89000, 2, 0.00637, 500
85544.2, 227.339, 210.249, 85.6303, 420.712, 2511.91, 295.879, 2, 89000, 2, 0.00637, 500
85503.5, 222.499, 201.059, 81.1542, 428.661, 2563.09, 282.213, 2, 89000, 2, 0.00637, 500
85464.8, 216.731, 192.847, 82.7074, 429.043, 2613.87, 275.554, 2, 89000, 2, 0.00637, 500
85427, 211.186, 188.415, 73.8036, 435.397, 2664.2, 262.218, 2, 89000, 2, 0.00637, 500
85391, 204.905, 184.522, 69.2031, 436.297, 2714.03, 253.726, 2, 89000, 2, 0.00637, 500
85356.3, 198.701, 175.029, 69.5543, 437.133, 2763.32, 244.583, 2, 89000, 2, 0.00637, 500
85322.8, 192.47, 169.345, 70.5082, 432.909, 2812.01, 239.853, 2, 89000, 2, 0.00637, 500
