S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 566.93, 0, 89000, 2, 0.00637, 500
86669.4, 273.317, 381.52, 113.509, 80, 1482.3, 495.029, 0, 89000, 2, 0.00637, 500
86600.5, 287.52, 378.533, 83.8, 126.286, 1523.37, 462.333, 0, 89000, 2, 0.00637, 500
86536.2, 294.283, 370.748, 65.0654, 168.265, 1565.41, 435.813, 0, 89000, 2, 0.00637, 500
86475.7, 295.962, 369.466, 51.0749, 199.246, 1608.56, 420.54, 0, 89000, 2, 0.00637, 500
86417.3, 295.143, 366.51, 41.1844, 227.014, 1652.83, 407.694, 0, 89000, 2, 0.00637, 500
86360.8, 292.666, 362.651, 40.9512, 244.799, 1698.17, 403.602, 0, 89000, 2, 0.00637, 500
86304.8, 290.081, 362.72, 40.5861, 257.313, 1744.48, 403.306, 0, 89000, 2, 0.00637, 500
86248.9, 287.935, 365.423, 37.0919, 268.934, 1791.67, 402.515, 0, 89000, 2, 0.00637, 500
86193.2, 286.073, 357.632, 36.7186, 286.724, 1839.63, 394.351, 0, 89000, 2, 0.00637, 500
86138.7, 283.417, 350.137, 39.2602, 300.244, 1888.28, 389.397, 0, 89000, 2, 0.00637, 500
86084.8, 280.574, 348.806, 41.4609, 306.798, 1937.54, 390.267, 0, 89000, 2, 0.00637, 500
86030.9, 278.385, 343.171, 44.3338, 315.884, 1987.33, 387.505, 0, 89000, 2, 0.00637, 500
85977.4, 276.219, 339.633, 36.8702, 332.321, 2037.57, 376.503, 0, 89000, 2, 0.00637, 500
85925.4, 272.935, 335.044, 34.8098, 343.584, 2088.2, 369.854, 0, 89000, 2, 0.00637, 500
85874.4, 269.359, 333.323, 32.6995, 351.042, 2139.16, 366.023, 0, 89000, 2, 0.00637, 500
85824, 265.94, 327.225, 28.5253, 363.967, 2190.38, 355.75, 0, 89000, 2, 0.00637, 500
85775, 261.76, 327.083, 30.4442, 363.97, 2241.79, 357.527, 0, 89000, 2, 0.00637, 500
85725.7, 258.632, 322.366, 30.9752, 368.972, 2293.32, 353.342, 0, 89000, 2, 0.00637, 500
85677.1, 255.526, 319.549, 29.2806, 373.617, 2344.92, 348.829, 0, 89000, 2, 0.00637, 500
85629.1, 252.393, 317.497, 24.5207, 379.93, 2396.52, 342.018, 0, 89000, 2, 0.00637, 500
85582.1, 248.924, 315.154, 22.9128, 382.792, 2448.09, 338.067, 0, 89000, 2, 0.00637, 500
85535.7, 245.58, 309.492, 26.2116, 383.45, 2499.58, 335.704, 0, 89000, 2, 0.00637, 500
85489.6, 242.555, 305.767, 31.0741, 380.06, 2550.95, 336.841, 0, 89000, 2, 0.00637, 500
85443.4, 240.266, 300.884, 30.4078, 382.913, 2602.15, 331.292, 0, 89000, 2, 0.00637, 500
85397.9, 237.649, 297.03, 30.6518, 383.562, 2653.17, 327.681, 0, 89000, 2, 0.00637, 500
85353, 235.036, 287.084, 29.7213, 391.165, 2703.97, 316.805, 0, 89000, 2, 0.00637, 500
85309.6, 231.432, 284.483, 27.7005, 392.225, 2754.54, 312.184, 0, 89000, 2, 0.00637, 500
85266.9, 227.894, 285.563, 30.6078, 384.209, 2804.86, 316.171, 0, 89000, 2, 0.00637, 500
85223.6, 225.588, 280.071, 29.0952, 386.765, 2854.88, 309.166, 0, 89000, 2, 0.00637, 500
85181.3, 222.763, 281.648, 30.5523, 379.139, 2904.59, 312.201, 0, 89000, 2, 0.00637, 500
86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 566.93, 1, 89000, 2, 0.00637, 500
86669.4, 273.317, 385.52, 120.509, 69, 1482.3, 506.029, 1, 89000, 2, 0.00637, 500
86599, 289.05, 380.248, 89.3, 119.071, 1523.37, 469.547, 1, 89000, 2, 0.00637, 500
86533.7, 296.509, 373.554, 68.2644, 162.566, 1565.41, 441.818, 1, 89000, 2, 0.00637, 500
86472.3, 298.575, 374.383, 54.1789, 191.954, 1608.58, 428.562, 1, 89000, 2, 0.00637, 500
86412.8, 298.344, 376.442, 46.2235, 213.243, 1652.91, 422.665, 1, 89000, 2, 0.00637, 500
86354.2, 297.301, 375.321, 41.8225, 233.012, 1698.33, 417.144, 1, 89000, 2, 0.00637, 500
86296.4, 295.661, 371.135, 42.6732, 249.368, 1744.77, 413.808, 1, 89000, 2, 0.00637, 500
86239.1, 293.849, 368.018, 38.3648, 268.556, 1792.14, 406.382, 1, 89000, 2, 0.00637, 500
86182.8, 291.333, 369.869, 40.2554, 275.373, 1840.35, 410.125, 1, 89000, 2, 0.00637, 500
86126.1, 289.801, 363.237, 34.8599, 296.704, 1889.31, 398.097, 1, 89000, 2, 0.00637, 500
86071.1, 286.875, 357.863, 35.758, 309.511, 1938.94, 393.621, 1, 89000, 2, 0.00637, 500
86016.7, 283.881, 358.464, 37.4163, 314.403, 1989.16, 395.881, 1, 89000, 2, 0.00637, 500
85962, 281.764, 354.603, 41.7766, 319.946, 2039.9, 396.38, 1, 89000, 2, 0.00637, 500
85907.3, 280.104, 351.721, 34.6984, 335.092, 2091.06, 386.419, 1, 89000, 2, 0.00637, 500
85854, 277.367, 351.813, 31.0261, 343.157, 2142.6, 382.839, 1, 89000, 2, 0.00637, 500
85801.3, 274.652, 346.515, 34.452, 348.646, 2194.46, 380.967, 1, 89000, 2, 0.00637, 500
85748.8, 272.189, 345.215, 37.4703, 349.743, 2246.57, 382.685, 1, 89000, 2, 0.00637, 500
85696.1, 270.424, 341.663, 30.1252, 362.761, 2298.89, 371.788, 1, 89000, 2, 0.00637, 500
85645, 267.48, 337.118, 27.1988, 371.85, 2351.36, 364.317, 1, 89000, 2, 0.00637, 500
85594.9, 264.067, 331.485, 25.3049, 380.289, 2403.94, 356.79, 1, 89000, 2, 0.00637, 500
85545.9, 260.274, 330.777, 26.3414, 380.125, 2456.59, 357.119, 1, 89000, 2, 0.00637, 500
85496.9, 257.256, 323.589, 26.0763, 386.974, 2509.25, 349.665, 1, 89000, 2, 0.00637, 500
85448.9, 253.791, 320.491, 27.6491, 387.333, 2561.87, 348.14, 1, 89000, 2, 0.00637, 500
85401.1, 250.782, 319.129, 31.9016, 382.666, 2614.4, 351.031, 1, 89000, 2, 0.00637, 500
85353, 248.745, 318.444, 32.6698, 380.333, 2666.81, 351.114, 1, 89000, 2, 0.00637, 500
85304.9, 247.1, 309.522, 25.261, 394.166, 2719.05, 334.783, 1, 89000, 2, 0.00637, 500
85259.1, 243.521, 304.008, 29.2827, 393.011, 2771.12, 333.29, 1, 89000, 2, 0.00637, 500
85213.4, 240.428, 300.386, 29.8023, 392.939, 2823, 330.188, 1, 89000, 2, 0.00637, 500
85168.3, 237.505, 298.59, 27.0992, 393.872, 2874.65, 325.689, 1, 89000, 2, 0.00637, 500
85123.8, 234.528, 298.512, 26.4139, 390.738, 2926.05, 324.926, 1, 89000, 2, 0.00637, 500
86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 566.93, 2, 89000, 2, 0.00637, 500
86669.4, 273.317, 384.52, 126.509, 64, 1482.3, 511.029, 2, 89000, 2, 0.00637, 500
86598.3, 289.746, 377.319, 89.8714, 121.429, 1523.37, 467.19, 2, 89000, 2, 0.00637, 500
86533.3, 296.737, 376.932, 67.8368, 159.755, 1565.41, 444.769, 2, 89000, 2, 0.00637, 500
86471.5, 299.167, 375.552, 56.7955, 188.344, 1608.59, 432.347, 2, 89000, 2, 0.00637, 500
86411.5, 299.343, 374.61, 45.6887, 215.891, 1652.93, 420.299, 2, 89000, 2, 0.00637, 500
86353.2, 297.771, 370.76, 44.3858, 235.47, 1698.37, 415.146, 2, 89000, 2, 0.00637, 500
86295.7, 295.759, 367.965, 36.0816, 259.651, 1744.84, 404.047, 2, 89000, 2, 0.00637, 500
86239.7, 292.575, 365.088, 41.2499, 269.104, 1792.25, 406.338, 2, 89000, 2, 0.00637, 500
86183.5, 290.308, 363.971, 39.858, 281.883, 1840.5, 403.829, 2, 89000, 2, 0.00637, 500
86127.6, 288.11, 361.616, 38.4294, 294.748, 1889.47, 400.045, 2, 89000, 2, 0.00637, 500
86072.3, 285.793, 360.122, 30.9711, 311.695, 1939.1, 391.093, 2, 89000, 2, 0.00637, 500
86018.3, 282.667, 357.41, 33.9065, 318.431, 1989.3, 391.316, 2, 89000, 2, 0.00637, 500
85964.3, 280.163, 353.454, 37.4446, 324.686, 2040, 390.898, 2, 89000, 2, 0.00637, 500
85910.3, 278.068, 352.43, 34.5798, 333.494, 2091.11, 387.01, 2, 89000, 2, 0.00637, 500
85856.9, 275.822, 345.186, 36.7939, 342.673, 2142.58, 381.98, 2, 89000, 2, 0.00637, 500
85804.3, 273.299, 340.145, 36.7151, 351.196, 2194.34, 376.86, 2, 89000, 2, 0.00637, 500
85752.4, 270.544, 335.111, 34.4905, 361.111, 2246.34, 369.601, 2, 89000, 2, 0.00637, 500
