S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 566.93, 0, 89000, 2, 0.00637, 500
86669.4, 273.317, 372.52, 155.509, 47, 1482.3, 528.029, 0, 89000, 2, 0.00637, 500
86595.9, 292.111, 349.176, 148.8, 90.6429, 1523.37, 497.976, 0, 89000, 2, 0.00637, 500
86526.7, 302.907, 336.13, 139.698, 129.168, 1565.41, 475.829, 0, 89000, 2, 0.00637, 500
86460.6, 308.412, 326.528, 132.894, 162.942, 1608.63, 459.422, 0, 89000, 2, 0.00637, 500
86396.8, 310.488, 317.382, 130.906, 191.303, 1653.08, 448.289, 0, 89000, 2, 0.00637, 500
86334.7, 310.559, 317.18, 122.185, 216.639, 1698.77, 439.366, 0, 89000, 2, 0.00637, 500
86273.8, 309.334, 306.003, 121.091, 244.165, 1745.62, 427.094, 0, 89000, 2, 0.00637, 500
86214.6, 306.612, 300.452, 119.002, 265.724, 1793.57, 419.454, 0, 89000, 2, 0.00637, 500
86156.6, 303.336, 292.917, 118.898, 285.744, 1842.51, 411.815, 0, 89000, 2, 0.00637, 500
86099.6, 299.62, 286.461, 116.606, 305.334, 1892.34, 403.067, 0, 89000, 2, 0.00637, 500
86043.9, 295.401, 279.947, 109.254, 328.524, 1942.94, 389.201, 0, 89000, 2, 0.00637, 500
85990.2, 290.074, 266.307, 114.174, 345.058, 1994.2, 380.481, 0, 89000, 2, 0.00637, 500
85937.7, 284.575, 259.895, 114.423, 357.411, 2046.03, 374.318, 0, 89000, 2, 0.00637, 500
85886, 279.294, 251.172, 117.325, 367.882, 2098.29, 368.496, 0, 89000, 2, 0.00637, 500
85835.2, 274.236, 250.332, 112.702, 376.604, 2150.89, 363.034, 0, 89000, 2, 0.00637, 500
85785.2, 269.407, 243.844, 109.106, 388.704, 2203.72, 352.95, 0, 89000, 2, 0.00637, 500
85736.6, 264.125, 240.144, 101.477, 400.94, 2256.7, 341.621, 0, 89000, 2, 0.00637, 500
85689.6, 258.314, 235.968, 99.0763, 407.301, 2309.74, 335.044, 0, 89000, 2, 0.00637, 500
85643.5, 252.734, 226.277, 96.4983, 418.208, 2362.76, 322.776, 0, 89000, 2, 0.00637, 500
85599.1, 246.559, 221.497, 92.7696, 424.336, 2415.69, 314.267, 0, 89000, 2, 0.00637, 500
85556, 240.427, 216.194, 90.9368, 428.026, 2468.45, 307.131, 0, 89000, 2, 0.00637, 500
85513.8, 234.52, 207.412, 92.8669, 430.453, 2520.96, 300.279, 0, 89000, 2, 0.00637, 500
85472.6, 228.832, 200.429, 90.3048, 434.706, 2573.16, 290.734, 0, 89000, 2, 0.00637, 500
85432.7, 222.953, 197.15, 84.5844, 437.656, 2624.97, 281.734, 0, 89000, 2, 0.00637, 500
85394, 216.997, 196.281, 85.9198, 430.395, 2676.36, 282.201, 0, 89000, 2, 0.00637, 500
85355.4, 212.279, 187.64, 83.8025, 433.652, 2727.26, 271.443, 0, 89000, 2, 0.00637, 500
85318.2, 207.013, 178.957, 82.5533, 435.677, 2777.62, 261.51, 0, 89000, 2, 0.00637, 500
85282.4, 201.423, 178.156, 75.0774, 435.557, 2827.42, 253.233, 0, 89000, 2, 0.00637, 500
85247.7, 195.804, 171.63, 74.8001, 433.446, 2876.62, 246.43, 0, 89000, 2, 0.00637, 500
