S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 566.93, 0, 89000, 2, 0.00637, 500
86669.4, 273.317, 399.52, 129.509, 46, 1482.3, 529.029, 0, 89000, 2, 0.00637, 500
86595.8, 292.25, 389.248, 96.6571, 102.714, 1523.37, 485.905, 0, 89000, 2, 0.00637, 500
86528.2, 301.34, 380.359, 74.288, 150.378, 1565.41, 454.647, 0, 89000, 2, 0.00637, 500
86465.1, 304.218, 393.378, 59.0621, 169.636, 1608.63, 452.44, 0, 89000, 2, 0.00637, 500
86402.3, 306.167, 398.87, 55.0965, 184.519, 1653.06, 453.967, 0, 89000, 2, 0.00637, 500
86339.3, 307.893, 411.243, 53.531, 189.339, 1698.67, 464.774, 0, 89000, 2, 0.00637, 500
86274.9, 310.726, 391.974, 45.181, 231.815, 1745.39, 437.155, 0, 89000, 2, 0.00637, 500
86214.4, 309.119, 395.477, 41.5974, 246.257, 1793.17, 437.074, 0, 89000, 2, 0.00637, 500
86153.9, 307.78, 388.505, 40.1733, 267.667, 1841.98, 428.679, 0, 89000, 2, 0.00637, 500
86094.6, 305.506, 390.844, 48.7706, 268.548, 1891.72, 439.615, 0, 89000, 2, 0.00637, 500
86033.9, 305.157, 374.698, 46.6173, 297.366, 1942.31, 421.315, 0, 89000, 2, 0.00637, 500
85975.7, 302.307, 368.655, 49.5969, 310.126, 1993.64, 418.252, 0, 89000, 2, 0.00637, 500
85918, 299.566, 357.646, 46.1927, 332.974, 2045.67, 403.839, 0, 89000, 2, 0.00637, 500
85862.3, 295.346, 356.039, 35.8672, 352.19, 2098.3, 391.906, 0, 89000, 2, 0.00637, 500
85808.2, 290.29, 348.956, 38.026, 363.034, 2151.45, 386.982, 0, 89000, 2, 0.00637, 500
85754.9, 285.532, 338.671, 40.7272, 375.103, 2205.02, 379.398, 0, 89000, 2, 0.00637, 500
85702.7, 280.649, 337.455, 31.9501, 388.31, 2258.91, 369.405, 0, 89000, 2, 0.00637, 500
85651.9, 275.336, 323.642, 34.5069, 401.573, 2313.03, 358.149, 0, 89000, 2, 0.00637, 500
85602.7, 269.509, 322.072, 38.5623, 399.889, 2367.3, 360.634, 0, 89000, 2, 0.00637, 500
85553.1, 265.159, 313.798, 36.9783, 409.326, 2421.62, 350.776, 0, 89000, 2, 0.00637, 500
85504.9, 260.298, 305.506, 34.2466, 419.088, 2475.92, 339.753, 0, 89000, 2, 0.00637, 500
85458.3, 254.868, 312.126, 32.4183, 412.153, 2530.12, 344.544, 0, 89000, 2, 0.00637, 500
85411.1, 251.156, 296.513, 40.3948, 416.714, 2584.17, 336.907, 0, 89000, 2, 0.00637, 500
85364.9, 247.114, 283.495, 36.5788, 429.949, 2638, 320.074, 0, 89000, 2, 0.00637, 500
85321, 241.548, 272.841, 37.7929, 435.238, 2691.57, 310.634, 0, 89000, 2, 0.00637, 500
