S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 566.93, 0, 89000, 2, 0.00637, 500
86669.4, 273.317, 402.52, 124.509, 48, 1482.3, 527.029, 0, 89000, 2, 0.00637, 500
86596, 291.972, 412.033, 98.0142, 78.5714, 1523.37, 510.047, 0, 89000, 2, 0.00637, 500
86525.1, 304.473, 423.478, 92.5315, 88.9592, 1565.41, 516.01, 0, 89000, 2, 0.00637, 500
86453.5, 315.244, 435.856, 86.1905, 100.605, 1608.62, 522.047, 0, 89000, 2, 0.00637, 500
86381, 324.64, 448.858, 74.9487, 117.419, 1653.1, 523.807, 0, 89000, 2, 0.00637, 500
86308.4, 332.339, 462.246, 65.0736, 133.032, 1698.9, 527.32, 0, 89000, 2, 0.00637, 500
86235.4, 338.925, 475.756, 57.3659, 146.53, 1746.07, 533.122, 0, 89000, 2, 0.00637, 500
86161.6, 344.934, 489.223, 52.6038, 157.063, 1794.62, 541.827, 0, 89000, 2, 0.00637, 500
86086.6, 350.883, 502.569, 43.5424, 171.844, 1844.54, 546.112, 0, 89000, 2, 0.00637, 500
86011.2, 356.168, 515.795, 46.4852, 174.57, 1895.82, 562.28, 0, 89000, 2, 0.00637, 500
85933.5, 362.563, 528.816, 51.5349, 175.1, 1948.45, 580.351, 0, 89000, 2, 0.00637, 500
85853.5, 370.101, 541.802, 47.6076, 184.593, 2002.41, 589.41, 0, 89000, 2, 0.00637, 500
85772.3, 377.305, 554.916, 42.4131, 195.408, 2057.7, 597.329, 0, 89000, 2, 0.00637, 500
85690, 384.082, 568.102, 47.0219, 196.45, 2114.32, 615.124, 0, 89000, 2, 0.00637, 500
85605.4, 391.873, 581.295, 53.7082, 195.418, 2172.29, 635.003, 0, 89000, 2, 0.00637, 500
85518.2, 400.753, 594.636, 51.3842, 203.46, 2231.61, 646.02, 0, 89000, 2, 0.00637, 500
85429.5, 409.28, 608.267, 48.7591, 211.927, 2292.29, 657.026, 0, 89000, 2, 0.00637, 500
85339.4, 417.52, 622.119, 51.8331, 214.789, 2354.35, 673.952, 0, 89000, 2, 0.00637, 500
85247.1, 426.335, 636.135, 59.1819, 213.447, 2417.83, 695.317, 0, 89000, 2, 0.00637, 500
85151.9, 436.21, 650.383, 55.5347, 223.201, 2482.75, 705.918, 0, 89000, 2, 0.00637, 500
85055.4, 445.453, 664.997, 62.7406, 222.258, 2549.11, 727.737, 0, 89000, 2, 0.00637, 500
84956.1, 455.717, 679.86, 62.9863, 228.382, 2616.97, 742.847, 0, 89000, 2, 0.00637, 500
84854.8, 465.873, 695.099, 61.8303, 236.069, 2686.34, 756.93, 0, 89000, 2, 0.00637, 500
84751.7, 475.795, 710.672, 58.3662, 246.207, 2757.27, 769.038, 0, 89000, 2, 0.00637, 500
84647.1, 485.254, 726.521, 47.7449, 263.621, 2829.79, 774.266, 0, 89000, 2, 0.00637, 500
84541.9, 493.403, 742.562, 52.4498, 265.791, 2903.92, 795.012, 0, 89000, 2, 0.00637, 500
84434, 502.606, 758.598, 57.3076, 267.806, 2979.69, 815.906, 0, 89000, 2, 0.00637, 500
84323.4, 512.663, 774.777, 67.3706, 264.677, 3057.1, 842.148, 0, 89000, 2, 0.00637, 500
84209.4, 524.116, 791.209, 66.3182, 272.771, 3136.16, 857.527, 0, 89000, 2, 0.00637, 500
84093.5, 535.203, 808.07, 69.0281, 277.288, 3216.9, 877.098, 0, 89000, 2, 0.00637, 500
86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 566.93, 1, 89000, 2, 0.00637, 500
86669.4, 273.317, 402.52, 124.509, 48, 1482.3, 527.029, 1, 89000, 2, 0.00637, 500
86596, 291.972, 412.033, 95.0142, 81.5714, 1523.37, 507.047, 1, 89000, 2, 0.00637, 500
86525.6, 304.056, 423.478, 84.7458, 96.7449, 1565.41, 508.224, 1, 89000, 2, 0.00637, 500
86455, 313.83, 435.798, 66.9359, 119.835, 1608.62, 502.734, 1, 89000, 2, 0.00637, 500
